num_passengers,trip_type,purchase_lead,length_of_stay,departure_time,flight_day,flight_duration,long_haul,extra_bags,in_flight_meals,preferred_seats
1,RoundTrip,3,18,3:00,Mon,8.83,"long haul",no,no,yes
1,RoundTrip,86,18,13:00,Mon,8.83,"long haul",yes,yes,yes
5,RoundTrip,109,19,2:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,335,26,0:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,92,26,5:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,9,23,2:00,Wed,8.83,"long haul",yes,no,yes
1,RoundTrip,75,27,6:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,10,28,16:00,Wed,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,151,24,15:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,150,338,15:00,Sun,5.62,"short to medium haul",no,yes,no
1,RoundTrip,0,1,0:00,Mon,5.62,"short to medium haul",no,no,no
2,RoundTrip,406,26,17:00,Sun,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,62,123,4:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,16,54,6:00,Sat,5.62,"short to medium haul",yes,no,no
1,RoundTrip,19,17,11:00,Sat,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,13,90,9:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,185,34,7:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,225,17,14:00,Fri,5.62,"short to medium haul",yes,no,yes
2,RoundTrip,145,45,3:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,3,37,8:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,31,39,3:00,Thu,6.33,"short to medium haul",yes,no,yes
4,RoundTrip,41,38,10:00,Mon,6.33,"short to medium haul",no,yes,no
4,RoundTrip,37,38,6:00,Fri,6.33,"short to medium haul",yes,yes,yes
2,RoundTrip,254,21,15:00,Wed,5.33,"short to medium haul",no,no,no
1,RoundTrip,116,21,23:00,Mon,5.33,"short to medium haul",no,no,no
5,RoundTrip,209,17,16:00,Wed,5.33,"short to medium haul",yes,no,no
2,RoundTrip,231,18,9:00,Thu,8.58,"long haul",no,no,no
1,RoundTrip,7,22,3:00,Mon,8.58,"long haul",no,no,no
2,RoundTrip,27,28,1:00,Thu,8.58,"long haul",yes,yes,yes
3,RoundTrip,196,18,10:00,Thu,8.58,"long haul",yes,yes,no
2,RoundTrip,317,30,0:00,Mon,8.58,"long haul",yes,no,yes
1,RoundTrip,5,18,6:00,Sun,8.58,"long haul",yes,yes,no
1,RoundTrip,126,64,0:00,Sat,8.58,"long haul",yes,yes,yes
2,RoundTrip,328,30,6:00,Tue,8.58,"long haul",yes,no,yes
1,RoundTrip,22,22,9:00,Mon,8.58,"long haul",no,no,no
4,RoundTrip,210,20,8:00,Thu,8.58,"long haul",no,yes,yes
1,RoundTrip,28,20,13:00,Sat,4.67,"short to medium haul",no,no,no
4,RoundTrip,222,27,0:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,68,18,23:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,50,23,2:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,38,28,14:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,106,27,10:00,Wed,6.42,"short to medium haul",no,no,no
2,RoundTrip,97,19,9:00,Sat,6.42,"short to medium haul",no,no,no
2,RoundTrip,76,69,5:00,Tue,5.33,"short to medium haul",yes,yes,no
1,RoundTrip,33,18,12:00,Wed,5.33,"short to medium haul",yes,no,yes
2,RoundTrip,68,49,6:00,Thu,5.33,"short to medium haul",yes,yes,no
1,RoundTrip,45,30,10:00,Thu,5.33,"short to medium haul",yes,no,no
2,CircleTrip,19,1,6:00,Wed,8.58,"long haul",yes,no,no
1,OneWay,40,1,9:00,Sun,8.58,"long haul",yes,no,yes
1,RoundTrip,23,18,10:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,32,30,11:00,Sat,4.67,"short to medium haul",yes,no,no
1,RoundTrip,119,20,11:00,Wed,4.67,"short to medium haul",yes,yes,no
1,RoundTrip,25,29,10:00,Sat,4.67,"short to medium haul",yes,no,no
1,RoundTrip,29,17,5:00,Thu,5,"short to medium haul",no,no,no
1,RoundTrip,42,56,4:00,Wed,5,"short to medium haul",yes,yes,no
2,RoundTrip,22,19,15:00,Mon,8.83,"long haul",no,yes,no
1,RoundTrip,273,22,5:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,52,27,10:00,Sun,5.62,"short to medium haul",no,no,no
1,RoundTrip,34,21,11:00,Mon,4.67,"short to medium haul",yes,yes,yes
1,RoundTrip,6,50,15:00,Wed,8.83,"long haul",yes,yes,yes
5,RoundTrip,232,43,2:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,140,30,10:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,1,48,8:00,Fri,8.83,"long haul",no,yes,yes
1,RoundTrip,117,23,7:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,12,358,12:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,90,29,12:00,Sat,8.83,"long haul",no,yes,no
2,RoundTrip,186,88,17:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,54,40,9:00,Sun,8.83,"long haul",yes,no,yes
2,RoundTrip,107,20,18:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,4,22,2:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,276,25,13:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,109,63,9:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,36,45,9:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,48,36,11:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,7,19,1:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,62,19,11:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,276,25,13:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,328,42,10:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,46,33,10:00,Sat,8.83,"long haul",no,yes,no
1,RoundTrip,63,36,6:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,72,73,13:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,26,21,13:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,79,41,13:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,117,54,7:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,276,25,12:00,Sat,8.83,"long haul",no,yes,yes
1,RoundTrip,157,29,11:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,4,77,7:00,Fri,8.83,"long haul",yes,yes,no
3,RoundTrip,101,33,17:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,124,34,3:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,38,26,7:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,17,60,3:00,Sat,8.83,"long haul",yes,no,no
3,RoundTrip,9,33,12:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,45,21,7:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,167,53,3:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,39,17,7:00,Mon,8.83,"long haul",yes,no,yes
1,RoundTrip,72,303,9:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,109,63,9:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,211,39,5:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,86,25,8:00,Fri,8.83,"long haul",yes,no,yes
1,RoundTrip,5,42,5:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,82,39,6:00,Thu,8.83,"long haul",yes,no,yes
2,RoundTrip,36,20,0:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,19,22,0:00,Sun,8.83,"long haul",yes,yes,no
3,RoundTrip,13,46,13:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,13,21,15:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,29,29,0:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,27,22,0:00,Sun,8.83,"long haul",no,yes,yes
1,RoundTrip,70,28,1:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,18,40,1:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,117,23,8:00,Sat,8.83,"long haul",yes,no,no
2,RoundTrip,2,20,8:00,Thu,8.83,"long haul",yes,no,no
2,RoundTrip,46,222,10:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,86,33,5:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,77,19,6:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,46,33,10:00,Sat,8.83,"long haul",no,yes,no
1,RoundTrip,99,19,7:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,11,77,9:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,54,49,11:00,Wed,8.83,"long haul",yes,yes,yes
4,RoundTrip,373,28,8:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,105,17,6:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,35,41,10:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,13,38,5:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,21,24,7:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,31,24,1:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,109,40,10:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,38,31,3:00,Sun,8.83,"long haul",yes,yes,no
4,RoundTrip,99,30,5:00,Fri,8.83,"long haul",no,yes,no
1,RoundTrip,7,70,10:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,37,26,9:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,85,30,6:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,154,40,3:00,Fri,8.83,"long haul",no,yes,no
1,RoundTrip,140,75,23:00,Thu,8.83,"long haul",no,yes,no
1,RoundTrip,160,34,5:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,36,39,0:00,Tue,8.83,"long haul",yes,no,no
2,RoundTrip,32,27,6:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,20,39,10:00,Fri,8.83,"long haul",no,no,no
3,RoundTrip,63,20,11:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,7,58,3:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,4,172,5:00,Sun,8.83,"long haul",yes,yes,no
2,RoundTrip,86,21,10:00,Thu,8.83,"long haul",yes,yes,no
7,RoundTrip,61,24,12:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,44,20,1:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,80,32,23:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,126,41,11:00,Sun,8.83,"long haul",yes,yes,yes
4,RoundTrip,36,17,9:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,97,34,9:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,43,141,11:00,Mon,8.83,"long haul",yes,yes,no
5,RoundTrip,30,41,12:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,125,26,6:00,Fri,8.83,"long haul",no,yes,no
1,RoundTrip,6,42,6:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,287,17,11:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,75,30,13:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,74,30,9:00,Thu,8.83,"long haul",no,yes,no
1,RoundTrip,54,26,9:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,52,31,8:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,44,20,11:00,Fri,8.83,"long haul",no,no,yes
1,RoundTrip,10,86,9:00,Thu,8.83,"long haul",yes,no,yes
2,RoundTrip,71,72,13:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,47,31,9:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,29,41,10:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,28,22,13:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,2,85,8:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,40,20,5:00,Tue,8.83,"long haul",no,no,yes
1,RoundTrip,56,304,11:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,10,36,13:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,161,38,10:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,102,36,7:00,Mon,8.83,"long haul",yes,yes,yes
3,RoundTrip,279,29,11:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,46,33,10:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,80,23,11:00,Sat,7.42,"short to medium haul",yes,yes,no
1,RoundTrip,22,57,12:00,Sun,7.42,"short to medium haul",yes,no,no
2,RoundTrip,80,23,11:00,Sat,7.42,"short to medium haul",yes,yes,no
1,RoundTrip,74,23,6:00,Fri,7.42,"short to medium haul",no,yes,yes
1,RoundTrip,49,25,16:00,Sun,7.42,"short to medium haul",yes,yes,no
1,RoundTrip,19,69,7:00,Mon,7.42,"short to medium haul",yes,no,no
4,RoundTrip,25,28,13:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,39,24,6:00,Sun,8.83,"long haul",no,no,yes
1,RoundTrip,16,28,5:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,48,17,16:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,56,22,20:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,6,21,5:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,74,20,1:00,Sat,8.83,"long haul",yes,no,yes
2,RoundTrip,30,21,8:00,Mon,8.83,"long haul",no,no,no
4,RoundTrip,215,35,7:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,26,49,2:00,Thu,8.83,"long haul",yes,yes,no
2,RoundTrip,76,305,8:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,11,34,8:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,1,20,7:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,57,42,18:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,160,38,8:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,2,44,5:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,62,23,5:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,64,30,6:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,3,39,5:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,80,275,11:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,39,24,5:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,30,31,23:00,Thu,8.83,"long haul",yes,yes,no
2,RoundTrip,39,18,14:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,185,31,0:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,53,56,1:00,Wed,8.83,"long haul",yes,yes,yes
3,RoundTrip,2,28,1:00,Mon,8.83,"long haul",yes,yes,no
2,RoundTrip,84,28,12:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,16,19,10:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,120,18,10:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,62,23,11:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,21,34,14:00,Wed,8.83,"long haul",no,yes,no
2,RoundTrip,141,33,6:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,39,18,14:00,Sat,8.83,"long haul",yes,yes,yes
3,RoundTrip,185,33,7:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,5,70,23:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,96,29,2:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,66,20,5:00,Thu,8.83,"long haul",no,yes,no
1,RoundTrip,26,20,12:00,Mon,8.83,"long haul",yes,yes,yes
2,RoundTrip,22,91,15:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,19,25,15:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,39,26,10:00,Fri,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,89,25,5:00,Sat,5.62,"short to medium haul",yes,no,no
1,RoundTrip,38,36,3:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,31,69,8:00,Sun,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,67,44,12:00,Thu,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,105,35,15:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,285,18,14:00,Sun,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,129,60,12:00,Sun,5.62,"short to medium haul",yes,no,no
1,RoundTrip,84,32,6:00,Wed,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,52,29,9:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,27,72,3:00,Sun,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,35,27,4:00,Fri,5.62,"short to medium haul",yes,no,no
5,RoundTrip,17,31,2:00,Sat,5.62,"short to medium haul",yes,no,no
2,RoundTrip,138,37,7:00,Sun,5.62,"short to medium haul",no,no,no
1,RoundTrip,62,50,5:00,Fri,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,30,79,14:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,53,20,8:00,Sun,5.62,"short to medium haul",no,yes,no
1,RoundTrip,33,304,7:00,Thu,5.62,"short to medium haul",yes,yes,yes
4,RoundTrip,293,38,3:00,Thu,5.62,"short to medium haul",no,no,no
1,RoundTrip,65,57,3:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,27,23,4:00,Mon,5.62,"short to medium haul",no,no,yes
1,RoundTrip,110,17,4:00,Sat,5.62,"short to medium haul",no,yes,no
2,RoundTrip,28,164,15:00,Mon,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,93,30,11:00,Mon,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,64,63,13:00,Sat,5.62,"short to medium haul",yes,no,no
2,RoundTrip,7,187,15:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,46,37,9:00,Sun,5.62,"short to medium haul",yes,no,no
1,RoundTrip,48,181,10:00,Tue,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,19,44,10:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,2,1,14:00,Thu,5.62,"short to medium haul",yes,yes,yes
4,RoundTrip,147,22,5:00,Thu,5.62,"short to medium haul",yes,yes,yes
3,RoundTrip,112,33,3:00,Sat,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,30,18,10:00,Mon,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,29,73,8:00,Fri,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,85,20,13:00,Sat,5.62,"short to medium haul",yes,yes,yes
3,RoundTrip,131,20,4:00,Thu,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,64,22,15:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,38,33,8:00,Sat,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,13,42,7:00,Fri,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,35,151,13:00,Sun,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,4,48,3:00,Sat,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,53,34,9:00,Mon,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,33,42,4:00,Sat,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,107,50,9:00,Sun,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,13,116,14:00,Fri,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,86,108,7:00,Tue,5.62,"short to medium haul",yes,no,no
2,RoundTrip,77,27,13:00,Fri,5.62,"short to medium haul",yes,yes,yes
5,RoundTrip,234,19,2:00,Sun,5.62,"short to medium haul",yes,no,no
2,RoundTrip,156,121,6:00,Sat,5.62,"short to medium haul",yes,yes,yes
3,RoundTrip,14,24,1:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,151,31,2:00,Fri,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,73,29,11:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,9,43,13:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,16,29,17:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,34,18,10:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,33,304,7:00,Thu,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,163,30,8:00,Wed,5.62,"short to medium haul",yes,yes,no
3,RoundTrip,73,18,13:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,6,63,17:00,Thu,5.62,"short to medium haul",yes,no,no
2,RoundTrip,22,26,11:00,Thu,5.62,"short to medium haul",no,no,no
1,RoundTrip,21,29,2:00,Fri,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,12,64,9:00,Wed,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,88,26,5:00,Sat,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,46,62,6:00,Tue,5.62,"short to medium haul",yes,no,no
2,RoundTrip,27,44,17:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,76,23,2:00,Wed,5.62,"short to medium haul",yes,no,no
3,RoundTrip,100,38,3:00,Mon,5.62,"short to medium haul",no,yes,no
2,RoundTrip,89,22,8:00,Sun,5.62,"short to medium haul",no,no,no
1,RoundTrip,63,43,17:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,89,18,5:00,Sat,5.62,"short to medium haul",no,no,no
1,RoundTrip,32,32,12:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,50,23,15:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,4,105,14:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,20,24,13:00,Thu,5.62,"short to medium haul",no,no,no
1,RoundTrip,50,17,1:00,Thu,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,9,113,3:00,Wed,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,25,27,6:00,Wed,5.62,"short to medium haul",no,no,no
1,RoundTrip,43,20,10:00,Sat,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,16,18,13:00,Wed,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,41,33,12:00,Sun,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,59,29,4:00,Wed,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,37,32,7:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,44,83,2:00,Wed,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,6,30,5:00,Fri,5.62,"short to medium haul",yes,yes,no
3,RoundTrip,54,30,13:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,277,61,9:00,Mon,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,11,60,3:00,Sat,5.62,"short to medium haul",no,no,no
1,RoundTrip,42,21,14:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,68,30,8:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,11,77,9:00,Thu,5.62,"short to medium haul",yes,no,no
4,RoundTrip,18,18,5:00,Fri,5.62,"short to medium haul",yes,yes,yes
4,RoundTrip,156,30,9:00,Tue,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,28,29,11:00,Thu,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,1,19,12:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,116,21,6:00,Tue,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,45,23,2:00,Mon,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,89,29,7:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,45,29,2:00,Tue,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,118,86,12:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,29,63,15:00,Sat,5.62,"short to medium haul",no,yes,no
1,RoundTrip,48,58,13:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,17,22,10:00,Tue,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,37,22,2:00,Wed,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,76,222,22:00,Sat,5.62,"short to medium haul",yes,no,no
1,RoundTrip,126,155,2:00,Tue,5.62,"short to medium haul",yes,no,yes
2,RoundTrip,32,141,14:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,67,18,6:00,Fri,5.62,"short to medium haul",yes,no,no
2,RoundTrip,64,236,14:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,56,179,10:00,Sat,5.62,"short to medium haul",yes,yes,yes
3,RoundTrip,114,26,11:00,Sun,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,19,103,8:00,Thu,5.62,"short to medium haul",no,no,no
1,RoundTrip,43,47,11:00,Mon,5.33,"short to medium haul",no,no,no
1,RoundTrip,43,56,15:00,Mon,5.33,"short to medium haul",no,no,no
2,RoundTrip,9,19,14:00,Fri,8.58,"long haul",yes,no,no
4,RoundTrip,206,21,5:00,Wed,8.58,"long haul",no,yes,no
1,RoundTrip,120,43,11:00,Thu,8.58,"long haul",no,yes,no
1,RoundTrip,423,23,8:00,Tue,8.58,"long haul",yes,yes,no
2,RoundTrip,31,21,6:00,Tue,8.58,"long haul",yes,no,no
1,RoundTrip,94,52,13:00,Sun,8.58,"long haul",yes,yes,no
1,RoundTrip,3,30,11:00,Mon,8.58,"long haul",yes,yes,yes
2,RoundTrip,20,103,12:00,Sun,8.58,"long haul",yes,yes,yes
3,RoundTrip,50,26,10:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,70,29,6:00,Fri,8.58,"long haul",no,yes,no
1,RoundTrip,214,20,2:00,Tue,8.58,"long haul",no,no,yes
2,RoundTrip,59,71,1:00,Tue,8.58,"long haul",yes,no,no
3,RoundTrip,221,29,11:00,Fri,8.58,"long haul",yes,yes,yes
1,RoundTrip,257,19,22:00,Wed,8.58,"long haul",yes,yes,yes
1,RoundTrip,17,89,9:00,Mon,8.58,"long haul",yes,yes,yes
2,RoundTrip,9,80,1:00,Thu,8.58,"long haul",yes,yes,yes
2,RoundTrip,50,247,2:00,Tue,8.58,"long haul",yes,yes,yes
1,RoundTrip,9,27,19:00,Sun,8.58,"long haul",yes,yes,yes
1,RoundTrip,1,31,18:00,Fri,8.58,"long haul",no,yes,no
1,RoundTrip,2,1,1:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,54,29,11:00,Tue,8.58,"long haul",yes,yes,no
1,RoundTrip,99,252,21:00,Sat,8.58,"long haul",no,yes,no
1,RoundTrip,76,29,12:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,50,30,10:00,Thu,8.58,"long haul",yes,yes,no
1,RoundTrip,126,57,11:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,21,20,4:00,Fri,8.58,"long haul",yes,yes,yes
1,RoundTrip,75,32,2:00,Mon,8.58,"long haul",yes,yes,yes
1,RoundTrip,23,88,8:00,Mon,8.58,"long haul",yes,yes,yes
